Restaurant ID,Country Code,City,Restaurant Name & Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines
17303480,216,Boise,"Bittercreek Ale House,246 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",-116.2022,43.6167,"American, Bar Food"
17304733,216,Boise,"Boise Fry Company,204 N Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise",-116.193409,43.610279,"American, Burger"
17303646,216,Boise,"Flying Pie Pizzaria,6508 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",-116.2625,43.6192,Pizza
17304929,216,Boise,"Fork,199 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",-116.202845,43.616295,"American, Burger"
17303684,216,Boise,"Guido's Original New York Style Pizza,235 N 5th St, Boise, ID 83702",Boise,"Boise, Boise",-116.199,43.615,Pizza
17303772,216,Boise,"Los Beto's,5220 W Fairview Ave, Boise, ID 83706",Boise,"Boise, Boise",-116.2463,43.6191,Mexican
17305123,216,Boise,"Lucianos Italian Restaurant,11 N Orchard St, Boise, ID 83706",Boise,"Boise, Boise",-116.245165,43.6051379,"Italian, Seafood, Vegetarian"
17303787,216,Boise,"Mai Thai Restaurant,750 W Idaho St, Boise, ID 83702",Boise,"Boise, Boise",-116.2021,43.6162,"Sushi, Thai"
17303990,216,Boise,"Shige Japanese Cuisine,100 N 8th St, Boise, ID 83702",Boise,"Boise, Boise",-116.2031,43.6156,"Japanese, Sushi, Teriyaki"
17304741,216,Boise,"The Egg Factory,8061 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",-116.281809,43.619274,Breakfast
17304726,216,Boise,"Tucanos,1388 S Entertainment Ave, Boise, ID 83709",Boise,"Boise, Boise",-116.280614,43.591706,Brazilian
17304486,216,Boise,"Texas Roadhouse,3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,"Meridian, Boise",-116.347304,43.619108,"American, BBQ, Steak"
17304533,216,Boise,"Brick 29,320 11th Avenue S, Nampa, ID 83651",Nampa,"Nampa, Boise",-116.5629,43.5777,American
17316233,216,Cedar Rapids/Iowa City,"Winifreds,3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6336,42.0179,"American, Mediterranean, Seafood"
17315883,216,Cedar Rapids/Iowa City,"Biaggi's Ristorante Italiano,320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6327,42.0281,"Italian, Pizza"
17315995,216,Cedar Rapids/Iowa City,"El Super Burrito,3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.7148,41.9748,Mexican
17316018,216,Cedar Rapids/Iowa City,"Granite City Food & Brewery,4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6224,42.0249,"American, Breakfast, Burger"
17316038,216,Cedar Rapids/Iowa City,"Irish Democrat,3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6347,42.01,"American, BBQ, Burger"
17316771,216,Cedar Rapids/Iowa City,"Taste of India,1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6499622,42.0215347,Indian
17316201,216,Cedar Rapids/Iowa City,"Thai Moon Restaurant,4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.7266,41.9639,"Chinese, Sushi, Thai"
17316208,216,Cedar Rapids/Iowa City,"Ting's Red Lantern,540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.6394,42.0468,Chinese
17316389,216,Cedar Rapids/Iowa City,"Monica's,303 2nd Street, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City",-91.569767,41.670466,"American, Italian, Pizza"
17316278,216,Cedar Rapids/Iowa City,"Exotic India,102 2nd Ave, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City",-91.5687,41.6685,Indian
17316744,216,Cedar Rapids/Iowa City,"Shorts Burger and Shine,18 S Clinton St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.534424,41.660982,Burger
17316751,216,Cedar Rapids/Iowa City,"The Hamburg Inn No. 2 Inc.,214 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.531414,41.663849,"American, Breakfast, Burger"
17316766,216,Cedar Rapids/Iowa City,"Bluebird Diner,330 E Market St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.531093,41.663751,"Breakfast, Diner"
17316743,216,Cedar Rapids/Iowa City,"Graze,115 East College St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.534302,41.658691,"American, International, Sushi"
17316374,216,Cedar Rapids/Iowa City,"A & A Pagliai's Pizza,302 E Bloomington St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.5314,41.6648,Pizza
17316381,216,Cedar Rapids/Iowa City,"Atlas World Grill,127 Iowa Ave, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.5341,41.661,International
17316802,216,Cedar Rapids/Iowa City,"BlackStone,503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.482165,41.667742,"American, Breakfast"
17316416,216,Cedar Rapids/Iowa City,"Devotay,117 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.5318,41.6625,"Mediterranean, Tapas, Vegetarian"
17316449,216,Cedar Rapids/Iowa City,"Jimmy Jack's Rib Shack,1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.5074,41.6428,BBQ
17316603,216,Cedar Rapids/Iowa City,"Zoeys Pizzeria,690 10th St, Marion, IA 52302",Marion,"Marion, Cedar Rapids/Iowa City",-91.5995,42.0331,"Pizza, Sandwich"
16659169,37,Chatham-Kent,"Tokyo Sushi,150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Chatham-Kent, Chatham-Kent",-82.188438,42.397683,"Japanese, Sushi"
17558684,216,Clatskanie,"Berry Patch Restaurant,49289 Us-30, Westport, OR 97016",Clatskanie,"Clatskanie, Clatskanie",-123.368151,46.126967,"American, Breakfast, Desserts"
18366580,216,Cochrane,"Sakura Sushi & Grill,130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Cochrane, Cochrane",-114.472474,51.183934,"Asian, Japanese"
17330755,216,Columbus,"Uptown Vietnam cuisine,1250 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.992671,32.470315,"Asian, Vietnamese"
17330611,216,Columbus,"Cafe Le Rue @ The Landings,2523 Airport Thruway, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.95591,32.519247,"American, Seafood, Cajun"
17330609,216,Columbus,"Mark's City Grille,7160 moon road, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.927047,32.555591,American
17330024,216,Columbus,"B Merrell's,7600 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.9436,32.5577,"Burger, Bar Food, Southern"
17330074,216,Columbus,"Cannon Brewpub,1041 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.9936,32.4656,"Pizza, Bar Food"
17330185,216,Columbus,"Fuji Japanese Steak House,6499 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.954984,32.5382197,"Japanese, Steak"
17330397,216,Columbus,"Ruth Ann's Family Restaurant,941 Veterans Parkway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.9876,32.4637,"Breakfast, Diner, Southern"
17330735,216,Columbus,"Samurai Japanese Cuisine & Sushi Bar,1009 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.9933631,32.4652417,"Japanese, Steak, Sushi"
17330676,216,Columbus,"Wasabi Sushi and Thai,1639 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.96661,32.534002,"Japanese, Sushi, Thai"
17330048,216,Columbus,"Buckhead Bar and Grill,5010 Armour Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.95367,32.513154,"Seafood, Steak, Vegetarian"
17330604,216,Columbus,"Burt's Butcher Shoppe and Eatery,2932 Warm Springs Rd, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.947569,32.504657,Steak
17330087,216,Columbus,"Chef Lee's Peking Restaurant,6100 Bradley Park Dr, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.9607,32.5393,Chinese
17330137,216,Columbus,"Country's Barbecue,3137 Mercury Dr, Columbus, GA 31906",Columbus,"Columbus, Columbus",-84.9464,32.4792,"BBQ, Southern"
17330155,216,Columbus,"Deorio's,3201 Macon Rd Ste 167, Columbus, GA 31906",Columbus,"Columbus, Columbus",-84.9427,32.481,"Italian, Pizza"
17330309,216,Columbus,"Mellow Mushroom,6100 Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.9557,32.5321,Pizza
17330311,216,Columbus,"Meritage,1039 1st Ave, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.992093,32.466158,"American, Tapas"
17330615,216,Columbus,"Mongo The Mongolian Fire Pit,7830 - E Veterans Pkwy, Columbus, GA 31909",Columbus,"Columbus, Columbus",-84.938698,32.560905,"Asian, Chinese"
17330638,216,Columbus,"The Black Cow,115 A 12th St, Columbus, GA 31901",Columbus,"Columbus, Columbus",-84.991384,32.468757,American
17330628,216,Columbus,"Wood Stone,5739 Whitesville Rd, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.963201,32.527217,"Italian, Mediterranean, Pizza"
17330546,216,Columbus,"Hunter's Pub,11269 GA Hwy 219, Hamilton, GA 31811",Hamilton,"Hamilton, Columbus",-85.0213,32.7455,"American, Seafood, Steak"
16643459,37,Consort,"Consort Restaurant,4931 50th Street, Consort, AB T0C 1B0",Consort,"Consort, Consort",-110.7746994,52.0082889,"Chinese, Canadian"
17334434,216,Dalton,"Thatcher's Barbeque and Grill,1214 N Wall St, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton",-84.9396931,34.5251331,"American, BBQ, Southern"
17334348,216,Dalton,"Christian and Jake's Bistro,555 Georgia Hwy 53, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton",-84.926258,34.474635,"Desserts, Sandwich"
17334213,216,Dalton,"Dub's High on the Hog,349 S Wall St, Calhoun, GA 30701",Calhoun,"Calhoun, Dalton",-84.9523921,34.4972488,BBQ
17334355,216,Dalton,"Sierra's Mexican Restaurant,500 S. 3rd Avenue, Chatsworth, GA 30705",Chatsworth,"Chatsworth, Dalton",-84.767911,34.752476,"Mexican, Tex-Mex"
17334212,216,Dalton,"Oakwood Cafe,201 West Cuyler Street, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.969393,34.769686,"BBQ, Breakfast, Southern"
17333797,216,Dalton,"Chili's Grill & Bar,881 College Dr, Dalton, GA 30720",Dalton,"Dalton, Dalton",-85.0039,34.7643,American
17334217,216,Dalton,"Fuji Japanese Steakhouse,1321 W Walnut Ave, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.992342,34.759551,"Japanese, Sushi"
17334273,216,Dalton,"Las Palmas,1331 W Walnut Ave, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.992924,34.759665,Mexican
17334254,216,Dalton,"Tony's Italian Restaurant & Pizza,933 Market St, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.999678,34.758645,Italian
17333836,216,Dalton,"Filling Station,316 N Hamilton St, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.9678,34.7742,"American, Burger"
17334197,216,Dalton,"Five Guys Burgers and Fries,1303 W. Walnut Ave., Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.990925,34.759273,Fast Food
17333882,216,Dalton,"Los Pablos,1513 W Walnut Ave Ste 6, Dalton, GA 30720",Dalton,"Dalton, Dalton",-84.9964,34.7604,Mexican
17334211,216,Dalton,"Kobe Hibachi & Sushi,2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",-85.2229101,34.9428786,"American, Japanese, Sushi"
17334390,216,Dalton,"Soho Hibachi,1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",-85.246237,34.9528157,Japanese
17334034,216,Dalton,"Thai Garden,685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",-85.2545,34.9546,Thai
17334414,216,Dalton,"Southern Bliss Bakery,300 W Patton St., Lafayette, GA 30728",LaFayette,"LaFayette, Dalton",-85.294955,34.705093,"Desserts, Sandwich"
17334082,216,Dalton,"Bailey's Bar-B-Que,5540 Highway 41, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton",-85.1321,34.9273,BBQ
17334364,216,Dalton,"Farm To Fork,118 Remco Shops Lane, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton",-85.130492,34.912109,"American, Diner, Southern"
17334398,216,Dalton,"Home Plate Grill,7807 Nashville St, Ringgold, GA 30736",Ringgold,"Ringgold, Dalton",-85.1079396,34.9151853,"American, BBQ, Southern"
17334219,216,Dalton,"Pie Slingers Pizzeria,56A Fieldstone Village Drive, Rock Spring, GA 30739",Rock Spring,"Rock Spring, Dalton",-85.249727,34.851907,"Italian, Pizza"
17335173,216,Davenport,"Olive Tree Cafe,2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern"
17335195,216,Davenport,"Red Ginger Sushi, Grill & Bar,793 Middle Rd, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.522479,41.53845,"Sushi, Teriyaki"
17335225,216,Davenport,"Crust Stone Oven Pizza,2561 E 53rd Ave, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.4912446,41.5747801,"Burger, Pizza"
17335219,216,Davenport,"Jimmy's Pancake House,2521 - 18th St., Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.504176,41.548746,"American, Breakfast, Greek"
17334965,216,Davenport,"Trattoria Tiramisu,1804 State St, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.50709,41.525384,Italian
17335189,216,Davenport,"Prairie Grille at SteepleGate Inn,100 W 76th St, Davenport, IA 52806",Davenport,"Davenport, Davenport",-90.574088,41.593892,"American, Breakfast"
17335156,216,Davenport,"Tantra Asian Bistro,589 East 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.565837,41.574459,Asian
17334717,216,Davenport,"Chick-fil-A,320 W Kimberly Rd, Davenport, IA 52806",Davenport,"Davenport, Davenport",-90.5716,41.5604,Fast Food
17334752,216,Davenport,"Duck City Bistro,115 E 3rd St, Davenport, IA 52801",Davenport,"Davenport, Davenport",-90.5737,41.5223,"American, French"
18453427,216,Davenport,"Frick's Tap,1402 W 3rd Street, IA 52802",Davenport,"Davenport, Davenport",-90.59466452,41.52253634,"American, Bar Food, BBQ"
17793744,216,Davenport,"Los Agaves,4882 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.5154313,41.5709434,Mexican
17334679,216,Davenport,"Azteca,4811 N Brady St Ste 3, Davenport, IA 52806",Davenport,"Davenport, Davenport",-90.5683,41.5699,Mexican
17334718,216,Davenport,"China Cafe,3018 E 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.5321,41.5749,Chinese
17334763,216,Davenport,"Exotic Thai Restaurant,2303 E 53rd St, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.5432,41.5747,Thai
17335158,216,Davenport,"Front Street Brewery,208 E River Dr, Davenport, IA 52801",Davenport,"Davenport, Davenport",-90.572418,41.520389,American
17334782,216,Davenport,"Granite City Food & Brewery,5270 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.5137,41.5745,American
17334846,216,Davenport,"Los Agaves,3852 N Brady St, Davenport, IA 52806",Davenport,"Davenport, Davenport",-90.5686,41.559,Mexican
17334853,216,Davenport,"Machine Shed Restaurant,7250 Northwest Blvd, Davenport, IA 52806",Davenport,"Davenport, Davenport",-90.6136,41.5944,American
17335168,216,Davenport,"Osaka,4901 Utica Ridge Rd, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.515175,41.570997,"Japanese, Sushi"
17334958,216,Davenport,"Texas Roadhouse,4005 E 53rd Street, Davenport, IA 52807",Davenport,"Davenport, Davenport",-90.517,41.5747,"American, BBQ, Steak"
17258496,216,Des Moines,"Hickory Park,1404 S Duff Ave, Ames, IA 50010",Ames,"Ames, Des Moines",-93.610084,42.010254,"BBQ, Burger, Desserts"
