Restaurant ID,Country Code,City,Restaurant Name & Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines
5700052,214,Abu Dhabi,"Cho Gao - Crowne Plaza Abu Dhabi,Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi","Crowne Plaza Abu Dhabi, Al Markaziya","Crowne Plaza Abu Dhabi, Al Markaziya, Abu Dhabi",54.365694,24.491235,"Thai, Japanese, Chinese, Indonesian, Vietnamese"
5702418,214,Abu Dhabi,"Gazebo,Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi","Dalma Mall, Mussafah Sanaiya","Dalma Mall, Mussafah Sanaiya, Abu Dhabi",54.52412188,24.33421694,"Indian, North Indian, Mughlai, Biryani"
5700386,214,Abu Dhabi,"Sangeetha Vegetarian Restaurant,Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",Madinat Zayed,"Madinat Zayed, Abu Dhabi",54.36377607,24.48525254,"Indian, South Indian"
5704202,214,Abu Dhabi,"Hot Palayok,Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi","Madinat Zayed Shopping Centre, Madinat Zayed ","Madinat Zayed Shopping Centre, Madinat Zayed , Abu Dhabi",54.36615754,24.48277094,"Filipino, Japanese, Asian"
5701052,214,Abu Dhabi,"Applebee's,Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi","Mushrif Mall, Al Mushrif","Mushrif Mall, Al Mushrif, Abu Dhabi",54.41314146,24.43409939,"American, Mexican, Seafood"
5704118,214,Abu Dhabi,"Tikka Tonight,Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",Mussafah Sanaiya,"Mussafah Sanaiya, Abu Dhabi",54.51003961,24.36312973,"Pakistani, Afghani, Indian, Hyderabadi"
5701548,214,Abu Dhabi,"Bait El Khetyar,Al Najda Street, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37143378,24.48841145,"Lebanese, Arabian, Middle Eastern"
18235425,214,Abu Dhabi,"Indian By Nature,Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37324997,24.48959102,Indian
5702615,214,Abu Dhabi,"Via Delhi,Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",Najda,"Najda, Abu Dhabi",54.37422059,24.49089202,"Indian, North Indian, Chinese"
5703500,214,Abu Dhabi,"Punjab Grill,Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi","Venetian Village, Al Maqtaa","Venetian Village, Al Maqtaa, Abu Dhabi",54.4872137,24.4106148,"Indian, North Indian"
18253896,214,Abu Dhabi,"Tamba,6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.358147,24.488161,Indian
5701917,214,Abu Dhabi,"P.F. Chang's,Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.35782894,24.48761082,Chinese
5702574,214,Abu Dhabi,"The Cheesecake Factory,Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi","Yas Mall, Yas Island","Yas Mall, Yas Island, Abu Dhabi",54.60685361,24.49053138,"American, Desserts"
202321,214,Dubai,"The Farm,Al Barari Villas, Opposite Falcon City, Al Barari, Dubai",Al Barari,"Al Barari, Dubai",55.310519,25.095044,"Mediterranean, Italian, Thai, European"
206488,214,Dubai,"Maharaja Bhog,Ground Level, Hamsah Mall, Next to Ansar Gallery, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.30919038,25.25124063,"Indian, Rajasthani"
209654,214,Dubai,"Rasoi Ghar,Zainal Mohebi Plaza, Sheikh Khalifa Bin Zayed Road, Opposite Centrepoint, Al Karama, Dubai",Al Karama,"Al Karama, Dubai",55.3019169,25.25007862,Indian
18340881,214,Dubai,"Barbeque Nation,G1, Villa, Near HQ Fitness, Near Lulu Mall, Barsha 2, Dubai",Barsha 2,"Barsha 2, Dubai",55.215341,25.11338,"Indian, North Indian"
18233284,214,Dubai,"Farzi Cafe,CITY WALK, Al Safa & Al Wasl Road Intersection, Al Safa, Dubai","CITY WALK, Al Safa","CITY WALK, Al Safa, Dubai",55.26191946,25.2080323,"International, Indian"
18269368,214,Dubai,"AB's Absolute Barbecues,Mezzanaine Floor, Centurion Star Tower, Deira City Centre Area, Dubai",Deira City Centre Area,"Deira City Centre Area, Dubai",55.32874,25.254105,"Continental, Indian"
18254160,214,Dubai,"Carnival By Tresind,Podium Level, Burj Daman, DIFC, Dubai",DIFC,"DIFC, Dubai",55.281966,25.211183,Indian
208939,214,Dubai,"AB's Absolute Barbecues,Shop G05, Sidra Tower, Near GEMS Wellington School, Exit 36, Sheikh Zayed Road, Dubai Media City, Dubai",Dubai Media City,"Dubai Media City, Dubai",55.17874617,25.10777315,"Indian, Continental"
201531,214,Dubai,"Hard Rock Cafe,Next to Marks & Spencer's, Festival City, Dubai",Festival City,"Festival City, Dubai",55.35147775,25.22399154,"American, Burger"
208965,214,Dubai,"The Coffee Club,Wasl Vita, Opposite Civil Defence Station, Near Emirates NBD, Al Wasl Road, Jumeirah 1, Dubai",Jumeirah 1,"Jumeirah 1, Dubai",55.25639722,25.21110278,Cafe
208778,214,Dubai,"SALT,Kite Beach, Street 2D, Umm Suqeim, Dubai","Kite Beach, Umm Suqeim","Kite Beach, Umm Suqeim, Dubai",55.21152779,25.16812806,"Fast Food, Burger"
209703,214,Dubai,"Din Tai Fung,Level 2 Expansion, Mall of the Emirates, Barsha 1, Dubai","Mall of the Emirates, Barsha 1","Mall of the Emirates, Barsha 1, Dubai",55.19854523,25.11851301,"Asian, Chinese"
18381837,214,Dubai,"SpiceKlub,Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool, Dubai",Mankhool,"Mankhool, Dubai",55.288061,25.252054,"Indian, North Indian, Street Food"
208850,214,Dubai,"Tresind - Nassima Royal Hotel,Level 2, Nassima Royal Hotel, Sheikh Zayad Road, Trade Centre Area, Dubai","Nassima Royal Hotel, Trade Centre Area","Nassima Royal Hotel, Trade Centre Area, Dubai",55.28256778,25.22347744,Indian
210134,214,Dubai,"Grand Barbeque Buffet Restaurant,Al Mina Road, Next to Ibis Styles Jumeirah Hotel, Satwa, Dubai",Satwa,"Satwa, Dubai",55.27340334,25.24107351,"Indian, Asian"
201044,214,Dubai,"Red Lobster,Near the Fountain, Lower Ground Level, The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.278525,25.198291,"Seafood, American"
201340,214,Dubai,"The Cheesecake Factory,Ground Level, Near Aquarium, The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.27856994,25.19726756,"American, Desserts"
18289126,214,Dubai,"Parker's,The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.27927805,25.19500831,"Cafe, Burger"
202507,214,Dubai,"Applebee's,Sheikh Issa Tower, Sheikh Zayed Road, Trade Centre Area, Dubai",Trade Centre Area,"Trade Centre Area, Dubai",55.27430557,25.21135663,"American, Mexican, Burger"
210139,214,Dubai,"Grub Shack,Building 41, Next to Dubai Healthcare City Metro Station, Dubai Healthcare City, Umm Hurair, Dubai",Umm Hurair,"Umm Hurair, Dubai",55.32548446,25.22931113,"Goan, Chinese, Indian, North Indian"
5600424,214,Sharjah,"Kamat,Opposite HSBC, Near Emax, King Faisal Street, Abu Shagara, Sharjah",Abu Shagara,"Abu Shagara, Sharjah",55.39273214,25.33315516,"Indian, North Indian, South Indian, Chinese"
5602751,214,Sharjah,"Vadakkan Pepper,Near New City Center Supermarket, Abu Shagara, Sharjah",Abu Shagara,"Abu Shagara, Sharjah",55.396984,25.338089,South Indian
5600457,214,Sharjah,"Gazebo,Opposite Safeer Market, Near E max, King Faisal Street, Abu Shagara, Sharjah",Abu Shagara,"Abu Shagara, Sharjah",55.39269626,25.33320395,"Indian, Mughlai, South Indian, Biryani"
5600642,214,Sharjah,"Katis Restaurant,Opposite Safeer Market, Al Khan Street, Al Khan, Sharjah",Al Khan,"Al Khan, Sharjah",55.37637066,25.32578908,"Indian, North Indian, Chinese"
18268134,214,Sharjah,"Zaroob,Al Buhaira Corniche Street, Al Majaz Water Front, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.38474888,25.32451353,Lebanese
18376208,214,Sharjah,"Derby,Al Khan Street, Al Majaz 3, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37086055,25.33045321,"Fast Food, American"
5600959,214,Sharjah,"Nayaab Haandi,Near Etisalat Business Center, Opposite ADNOC Petrol Station, Al Khan Street, Al Majaz 2, Al Majaz, Sharjah",Al Majaz,"Al Majaz, Sharjah",55.37552107,25.32813499,"Pakistani, Indian"
5600103,214,Sharjah,"Najmat Lahore Restaurant,Near Sharjah Animal Market, Al Mina Road, Al Mareija, Sharjah",Al Mareija,"Al Mareija, Sharjah",55.38215585,25.35508316,"Pakistani, Indian, Mughlai"
5602586,214,Sharjah,"Saffron,Mina Road, Opposite Bird Market, Al Mareija, Sharjah",Al Mareija,"Al Mareija, Sharjah",55.38290787,25.35443539,"Pakistani, Chinese, Indian, Afghani"
5600961,214,Sharjah,"Pizza Hut,Next to Safeer Mall, Al Nahda, Sharjah",Al Nahda,"Al Nahda, Sharjah",55.37454341,25.30564046,"Fast Food, Pizza"
5600960,214,Sharjah,"Al Mukhtar Bakery,Near Safeer Mall, Al Nahda, Sharjah",Al Nahda,"Al Nahda, Sharjah",55.37728127,25.3084117,"Bakery, Arabian, Middle Eastern"
5601340,214,Sharjah,"Aroos Damascus,Opposite Emirates NBD, Near First Gulf Bank, King Abdul Aziz Street, Al Nud, Sharjah",Al Nud,"Al Nud, Sharjah",55.39045796,25.34640794,"Arabian, Middle Eastern"
5600701,214,Sharjah,"Nando's,Ground level, Block D, Qanat Al Qasba, Al Khan, Sharjah","Al Qasba, Al Khan","Al Qasba, Al Khan, Sharjah",55.376027,25.32188994,"African, Portuguese"
5601404,214,Sharjah,"Peking Chinese Restaurant,Opposite Spinneys Roundabout, Estiqlal Square, Halwan Suburb, Sharjah",Halwan Suburb,"Halwan Suburb, Sharjah",55.39922744,25.34839077,"Chinese, Thai"
5600556,214,Sharjah,"TGI Friday's,Majaz Waterfront, Buhairah Corniche, Al Majaz 3, Al Majaz, Sharjah","Majaz Waterfront, Al Majaz 3","Majaz Waterfront, Al Majaz 3, Sharjah",55.38781766,25.32774497,"American, Mexican"
5602055,214,Sharjah,"Rajasthan Al Malaki,Behind DPS Sharjah Primary School, Muwailih Commercial, Sharjah",Muwailih Commercial,"Muwailih Commercial, Sharjah",55.45195531,25.2887722,"Indian, North Indian"
5601521,214,Sharjah,"Applebee's,Opposite Jumbo Electronics, Level 2, Sahara Centre, Al Nahda, Sharjah","Sahara Centre, Al Nahda","Sahara Centre, Al Nahda, Sharjah",55.37353624,25.29782287,"American, Mexican, Burger"
5602377,214,Sharjah,"Paper Fig,Near Dubai Islamic Bank, Muweilah, University City, Sharjah",University City,"University City, Sharjah",55.45834266,25.3084123,"Cafe, Bakery, Desserts"
5602884,214,Sharjah,"Sis Burger,Behind ADNOC Petrol Station, Univercity City Road, University City, Sharjah",University City,"University City, Sharjah",55.45425095,25.31127229,"Fast Food, Burger"
5602942,214,Sharjah,"Crafted Blends,Next To Super Bonanza Hyper Market, Opposite Defence Camp, University City, Sharjah",University City,"University City, Sharjah",55.460279,25.310369,Cafe
3400025,1,Agra,"Jahanpanah,E 23, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01154444,27.16166111,"North Indian, Mughlai"
3400341,1,Agra,"Rangrezz Restaurant,E-20, Shopping Arcade, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",0,0,"North Indian, Mughlai"
3400005,1,Agra,"Time2Eat - Mama Chicken,Main Market, Sadar Bazaar, Agra Cantt, Agra",Agra Cantt,"Agra Cantt, Agra",78.01160797,27.16083249,North Indian
3400021,1,Agra,"Chokho Jeeman Marwari Jain Bhojanalya,1/48, Delhi Gate, Station Road, Raja Mandi, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",77.99809167,27.19592778,Rajasthani
3400017,1,Agra,"Pinch Of Spice,23/453, Opposite Sanjay Cinema, Wazipura Road, Sanjay Place, Civil Lines, Agra",Civil Lines,"Civil Lines, Agra",78.00755278,27.201725,"North Indian, Chinese, Mughlai"
3400325,1,Agra,"MoMo Cafe,Courtyard by Marriott Agra, Phase 2, Fatehabad Road, Tajganj, Agra","Courtyard by Marriott Agra, Tajganj","Courtyard by Marriott Agra, Tajganj, Agra",0,0,"North Indian, European"
3400059,1,Agra,"Peshawri - ITC Mughal,ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,"North Indian, Mughlai"
3400060,1,Agra,"Taj Bano - ITC Mughal,ITC Mughal, Fatehabad Road, Tajganj, Agra","ITC Mughal, Tajganj","ITC Mughal, Tajganj, Agra",78.044095,27.160934,Mughlai
3400348,1,Agra,"G Thal,3/20, KPS Tower, Near Tulsi Talkies, Bypass Road, Khandari, Agra",Khandari,"Khandari, Agra",0,0,"Rajasthani, Gujarati, Mughlai"
3400072,1,Agra,"Dawat-e-Nawab - Radisson Blu,Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.057044,27.163303,"North Indian, Mughlai"
3400073,1,Agra,"The Latitude - Radisson Blu,Radisson Blu, Taj East Gate Road, Tajganj, Agra","Radisson Blu, Tajganj","Radisson Blu, Tajganj, Agra",78.057044,27.163303,"North Indian, Chinese, Continental"
3400019,1,Agra,"Dasaprakash Restaurant,Meher Cinema Complex, Gwalior Road, Rakabganj, Agra",Rakabganj,"Rakabganj, Agra",78.01505278,27.16510833,"South Indian, Desserts"
3400033,1,Agra,"The Charcoal Chimney,Hotel Samovar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04299,27.159795,"North Indian, Chinese, Continental, Mughlai"
3400346,1,Agra,"Sheroes Hangout,Opposite The Gateway Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.040165,27.16185,"Cafe, North Indian, Chinese"
3400350,1,Agra,"Bon Barbecue,Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,"Tajganj, Agra",0,0,"North Indian, Chinese, Continental"
3400391,1,Agra,"Chapter 1 Cafe,1374 K/1375 K, 2nd floor, Dinesh Nagar, Fatehbad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",0,0,"Cafe, Italian, Mexican, North Indian, Continental"
3400016,1,Agra,"Pind Balluchi,Opposite Saga Emporium, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.04725,27.15777222,"North Indian, Mughlai"
3400105,1,Agra,"Pizza Hut,8, Handicraft Nagar, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.03471389,27.16169444,"Italian, Pizza"
3400326,1,Agra,"Tea'se Me - Rooftop Tea Boutique,Near Purani Mandi Crossing,Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",0,0,"Chinese, Italian, Continental, North Indian"
3400392,1,Agra,"Thaaliwala,Next To ITC Mughal Hotel, Fatehabad Road, Tajganj, Agra",Tajganj,"Tajganj, Agra",78.045359,27.158822,"North Indian, Fast Food"
111895,1,Ahmedabad,"650 - The Global Kitchen,Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Manekbaug, Ambavadi, Ahmedabad",Ambavadi,"Ambavadi, Ahmedabad",72.5375741,23.01045111,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai"
